ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0521,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0522,/lab-notes/lmd-vs-slm-decision-signals/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0523,/lab-notes/lmd-vs-slm-decision-signals/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0524,/lab-notes/lmd-vs-slm-decision-signals/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0525,/lab-notes/lmd-vs-slm-decision-signals/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0526,/lab-notes/lmd-vs-slm-decision-signals/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0527,/lab-notes/lmd-vs-slm-decision-signals/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0528,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Why Melt-Pool Monitoring Is Not a Quality Certificate,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1864px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0529,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Why Melt-Pool Monitoring Is Not a Quality Certificate,Prepares an unlabeled structural region
S0530,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 553px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0531,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0532,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0533,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0534,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0535,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0536,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0537,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0538,/lab-notes/melt-pool-monitoring-is-not-quality-proof/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0539,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Post-Machining Is Part of the LMD Repair Plan,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1805px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0540,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 594px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Post-Machining Is Part of the LMD Repair Plan,Prepares an unlabeled structural region
S0541,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0542,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0543,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(249, 115, 22, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0544,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,"rgba(255, 255, 255, 0.035)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0545,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0546,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0547,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Connect this note to the framework layer
S0548,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0549,/lab-notes/post-machining-is-part-of-the-lmd-repair-plan/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Connect this note to the framework layer,Prepares Shared page ending / footer
S0550,/lab-notes/rfqs-fail-when-they-hide-risk/,RFQs Fail When They Hide Risk,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2762px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0551,/lab-notes/rfqs-fail-when-they-hide-risk/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 450px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows RFQs Fail When They Hide Risk,Prepares One-line thesis
S0552,/lab-notes/rfqs-fail-when-they-hide-risk/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 79px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Why it matters in LMD/DED
S0553,/lab-notes/rfqs-fail-when-they-hide-risk/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows One-line thesis,Prepares Common mistake
S0554,/lab-notes/rfqs-fail-when-they-hide-risk/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Why it matters in LMD/DED,Prepares Better decision question
S0555,/lab-notes/rfqs-fail-when-they-hide-risk/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Common mistake,Prepares What evidence is needed
S0556,/lab-notes/rfqs-fail-when-they-hide-risk/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Better decision question,Prepares What changes the decision
S0557,/lab-notes/rfqs-fail-when-they-hide-risk/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What evidence is needed,Prepares Related playbook/tool
S0558,/lab-notes/rfqs-fail-when-they-hide-risk/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows What changes the decision,Prepares Exafuse route if commercial review is needed
S0559,/lab-notes/rfqs-fail-when-they-hide-risk/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Related playbook/tool,Prepares an unlabeled structural region
