ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0565,/lab-notes/rfqs-fail-when-they-hide-risk/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0566,/lab-notes/rfqs-fail-when-they-hide-risk/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0567,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,How to Structure a Laser Metal Deposition RFQ,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1780px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0568,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0569,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,Narrative,supporting,same canvas / spacing gap,surface reset
S0570,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0571,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0572,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0573,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0574,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0575,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0576,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0577,/lab-notes/structuring-an-lmd-rfq-for-ai-agents/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0578,/lab-notes/traceability-is-a-product-feature/,Traceability Is a Product Feature,site-shell section-y lab-note-article lab-note-article--rail-after,Develop the page's primary narrative or task,article depth 0; 2762px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0579,/lab-notes/traceability-is-a-product-feature/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 450px,Brand,supporting,same canvas / spacing gap,same canvas / spacing gap
S0580,/lab-notes/traceability-is-a-product-feature/,One-line thesis,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 107px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0581,/lab-notes/traceability-is-a-product-feature/,Why it matters in LMD/DED,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 176px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0582,/lab-notes/traceability-is-a-product-feature/,Common mistake,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0583,/lab-notes/traceability-is-a-product-feature/,Better decision question,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0584,/lab-notes/traceability-is-a-product-feature/,What evidence is needed,lab-note-article__section,"Present inspectable evidence, source context, or limitations",section depth 3; 148px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0585,/lab-notes/traceability-is-a-product-feature/,What changes the decision,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0586,/lab-notes/traceability-is-a-product-feature/,Related playbook/tool,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 148px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0587,/lab-notes/traceability-is-a-product-feature/,Exafuse route if commercial review is needed,lab-note-article__section,Develop the page's primary narrative or task,section depth 3; 185px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0588,/lab-notes/traceability-is-a-product-feature/,Evidence boundary,lab-note-article__supporting,"Present inspectable evidence, source context, or limitations",aside depth 2; 183px,Reference,supporting,same canvas / spacing gap,surface reset
S0589,/lab-notes/traceability-is-a-product-feature/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0590,/lab-notes/traceability-is-a-product-feature/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0591,/lab-notes/traceability-is-a-product-feature/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0592,/lab-notes/traceability-is-a-product-feature/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0593,/lab-notes/traceability-is-a-product-feature/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0594,/lab-notes/traceability-is-a-product-feature/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0595,/lab-notes/what-ai-needs-before-lmd-repair/,What AI Needs Before Recommending LMD Repair,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1854px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0596,/lab-notes/what-ai-needs-before-lmd-repair/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 587px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0597,/lab-notes/what-ai-needs-before-lmd-repair/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 525px,Narrative,substantial,same canvas / spacing gap,surface reset
S0598,/lab-notes/what-ai-needs-before-lmd-repair/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0599,/lab-notes/what-ai-needs-before-lmd-repair/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0600,/lab-notes/what-ai-needs-before-lmd-repair/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 183px,Narrative,supporting,surface reset,surface reset
S0601,/lab-notes/what-ai-needs-before-lmd-repair/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0602,/lab-notes/what-ai-needs-before-lmd-repair/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0603,/lab-notes/what-ai-needs-before-lmd-repair/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0604,/lab-notes/what-ai-needs-before-lmd-repair/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0605,/lab-notes/what-ai-needs-before-lmd-repair/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0606,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,Why Local Damage on Large Parts Is an LMD Signal,site-shell section-y lab-note-article lab-note-article--rail-before,Orient the visitor and establish the page promise,article depth 0; 1798px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0607,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 587px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0608,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 469px,Narrative,supporting,same canvas / spacing gap,surface reset
S0609,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0610,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0611,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 127px,Narrative,supporting,surface reset,surface reset
S0612,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0613,/lab-notes/why-local-damage-on-large-parts-is-an-lmd-signal/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
